,date,account_value
434,2022-10-20,2141273.4106500004
435,2022-10-23,2132994.5106500005
436,2022-10-24,2121887.510650001
437,2022-10-25,2122041.9106500004
438,2022-10-26,2123615.1106500006
439,2022-10-27,2111442.4106500004
440,2022-10-30,2109390.810650001
441,2022-10-31,2102549.1106500006
442,2022-11-01,2118202.6106500006
443,2022-11-02,2125150.7106500007
444,2022-11-03,2133571.0106500005
445,2022-11-06,2125296.1106500006
446,2022-11-07,2123967.910650001
447,2022-11-08,2125711.310650001
448,2022-11-09,2118369.4106500004
449,2022-11-10,2106426.010650001
450,2022-11-13,2102223.310650001
451,2022-11-14,2100473.1106500006
452,2022-11-15,2106050.810650001
453,2022-11-16,2117372.2106500007
454,2022-11-17,2122461.4106500004
455,2022-11-20,2105557.1106500006
456,2022-11-21,2109795.6106500006
457,2022-11-22,2108203.2106500007
458,2022-11-23,2106636.010650001
459,2022-11-24,2113406.010650001
460,2022-11-27,2109078.4106500004
461,2022-11-28,2106956.710650001
462,2022-11-29,2106842.4106500004
463,2022-11-30,2111201.9106500004
464,2022-12-01,2119881.310650001
465,2022-12-04,2117641.4106500004
466,2022-12-05,2129676.1106500006
467,2022-12-06,2132890.2106500003
468,2022-12-07,2134895.1106500006
469,2022-12-08,2133174.4106500004
470,2022-12-11,2130854.7106500007
471,2022-12-12,2121821.710650001
472,2022-12-13,2124875.310650001
473,2022-12-14,2119150.7106500007
474,2022-12-15,2114667.1106500006
475,2022-12-18,2122221.6106500006
476,2022-12-19,2130177.510650001
477,2022-12-20,2117538.1106500006
478,2022-12-21,2111039.7106500007
479,2022-12-22,2110775.2106500003
480,2022-12-26,2112719.7106500007
481,2022-12-27,2110084.7106500007
482,2022-12-28,2120005.9106500004
483,2022-12-29,2122822.710650001
