,date,account_value
740,2020-01-02,2575030.9868500005
741,2020-01-03,2552053.4868500005
742,2020-01-06,2513527.1868500006
743,2020-01-07,2528223.986850001
744,2020-01-08,2512181.9868500005
745,2020-01-09,2554698.7868500007
746,2020-01-10,2556495.636850001
747,2020-01-13,2563081.336850001
748,2020-01-14,2580538.5368500007
749,2020-01-15,2582339.6868500006
750,2020-01-16,2581272.9368500006
751,2020-01-17,2560373.1868500006
752,2020-01-20,2548886.5868500005
753,2020-01-21,2545361.3368500005
754,2020-01-22,2522649.8368500005
755,2020-01-23,2555504.5368500003
756,2020-01-24,2571491.386850001
757,2020-01-27,2532872.336850001
758,2020-01-28,2551124.8368500005
759,2020-01-29,2542991.8368500005
760,2020-01-30,2526481.4368500006
761,2020-01-31,2517619.2368500005
762,2020-02-01,2438382.2868500003
763,2020-02-03,2453379.836850001
764,2020-02-04,2564834.136850001
765,2020-02-05,2608758.2368500005
766,2020-02-06,2602971.886850001
767,2020-02-07,2600876.386850001
768,2020-02-10,2584529.736850001
769,2020-02-11,2593548.7368500005
770,2020-02-12,2591278.7368500005
771,2020-02-13,2589429.5368500007
772,2020-02-14,2580894.886850001
773,2020-02-17,2561542.5368500007
774,2020-02-18,2555870.486850001
775,2020-02-19,2593025.6868500006
776,2020-02-20,2578692.0868500005
777,2020-02-24,2521333.7868500007
778,2020-02-25,2498858.4368500006
779,2020-02-26,2478707.1868500006
780,2020-02-27,2488100.2368500005
781,2020-02-28,2416302.336850001
782,2020-03-02,2399531.8368500005
783,2020-03-03,2423276.3368500005
784,2020-03-04,2409352.4368500006
785,2020-03-05,2411630.7868500007
786,2020-03-06,2354784.7868500007
787,2020-03-09,2311700.5868500005
